material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-EN-001:en-10-energy-build:MAT-005,samawah:SAM-EN-001:en-10-energy-build,samawah,SAM-EN-001,energy site at line-1-0985-0109,energy,en-10-energy-build,energy,project_kit,energy:protection-relays,energy:protection relays,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-001:en-10-energy-build:MAT-006,samawah:SAM-EN-001:en-10-energy-build,samawah,SAM-EN-001,energy site at line-1-0985-0109,energy,en-10-energy-build,energy,project_kit,energy:earthing,energy:earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-004:dep-20-charging-stabling:MAT-001,samawah:SAM-DEP-004:dep-20-charging-stabling,samawah,SAM-DEP-004,layup-minimal at line-2-0015-0106,depot,dep-20-charging-stabling,depots-production,project_kit,depot:charger-kit,depot:charger kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-004:dep-20-charging-stabling:MAT-002,samawah:SAM-DEP-004:dep-20-charging-stabling,samawah,SAM-DEP-004,layup-minimal at line-2-0015-0106,depot,dep-20-charging-stabling,depots-production,project_kit,depot:switchgear,depot:switchgear,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-004:dep-20-charging-stabling:MAT-003,samawah:SAM-DEP-004:dep-20-charging-stabling,samawah,SAM-DEP-004,layup-minimal at line-2-0015-0106,depot,dep-20-charging-stabling,depots-production,project_kit,depot:stabling-controls,depot:stabling controls,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-004:dep-20-charging-stabling:MAT-004,samawah:SAM-DEP-004:dep-20-charging-stabling,samawah,SAM-DEP-004,layup-minimal at line-2-0015-0106,depot,dep-20-charging-stabling,depots-production,project_kit,depot:isolation-hardware,depot:isolation hardware,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-005:dep-10-building-plant:MAT-001,samawah:SAM-DEP-005:dep-10-building-plant,samawah,SAM-DEP-005,layup-minimal at line-3-0484-0261,depot,dep-10-building-plant,depots-production,project_kit,depot:building-fitout,depot:building fitout,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-005:dep-10-building-plant:MAT-002,samawah:SAM-DEP-005:dep-10-building-plant,samawah,SAM-DEP-005,layup-minimal at line-3-0484-0261,depot,dep-10-building-plant,depots-production,project_kit,depot:production-fixtures,depot:production fixtures,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-005:dep-10-building-plant:MAT-003,samawah:SAM-DEP-005:dep-10-building-plant,samawah,SAM-DEP-005,layup-minimal at line-3-0484-0261,depot,dep-10-building-plant,depots-production,project_kit,depot:calibrated-tools,depot:calibrated tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-005:dep-10-building-plant:MAT-004,samawah:SAM-DEP-005:dep-10-building-plant,samawah,SAM-DEP-005,layup-minimal at line-3-0484-0261,depot,dep-10-building-plant,depots-production,project_kit,depot:lifting-equipment,depot:lifting equipment,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-DEP-005:dep-10-building-plant:MAT-005,samawah:SAM-DEP-005:dep-10-building-plant,samawah,SAM-DEP-005,layup-minimal at line-3-0484-0261,depot,dep-10-building-plant,depots-production,project_kit,depot:stores-racks,depot:stores racks,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-002:en-10-energy-build:MAT-001,samawah:SAM-EN-002:en-10-energy-build,samawah,SAM-EN-002,energy site at line-1-0775-0299,energy,en-10-energy-build,energy,project_kit,energy:pv-kit,energy:pv kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-002:en-10-energy-build:MAT-002,samawah:SAM-EN-002:en-10-energy-build,samawah,SAM-EN-002,energy site at line-1-0775-0299,energy,en-10-energy-build,energy,project_kit,energy:bess-kit,energy:bess kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-002:en-10-energy-build:MAT-003,samawah:SAM-EN-002:en-10-energy-build,samawah,SAM-EN-002,energy site at line-1-0775-0299,energy,en-10-energy-build,energy,project_kit,energy:charger,energy:charger,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-002:en-10-energy-build:MAT-004,samawah:SAM-EN-002:en-10-energy-build,samawah,SAM-EN-002,energy site at line-1-0775-0299,energy,en-10-energy-build,energy,project_kit,energy:switchgear,energy:switchgear,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-002:en-10-energy-build:MAT-005,samawah:SAM-EN-002:en-10-energy-build,samawah,SAM-EN-002,energy site at line-1-0775-0299,energy,en-10-energy-build,energy,project_kit,energy:protection-relays,energy:protection relays,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-002:en-10-energy-build:MAT-006,samawah:SAM-EN-002:en-10-energy-build,samawah,SAM-EN-002,energy site at line-1-0775-0299,energy,en-10-energy-build,energy,project_kit,energy:earthing,energy:earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-001:en-20-energy-commission:MAT-001,samawah:SAM-EN-001:en-20-energy-commission,samawah,SAM-EN-001,energy site at line-1-0985-0109,energy,en-20-energy-commission,energy,project_kit,energy:commissioning-tools,energy:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-001:en-20-energy-commission:MAT-002,samawah:SAM-EN-001:en-20-energy-commission,samawah,SAM-EN-001,energy site at line-1-0985-0109,energy,en-20-energy-commission,energy,project_kit,energy:scada-ems-config,energy:scada ems config,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-001:en-20-energy-commission:MAT-003,samawah:SAM-EN-001:en-20-energy-commission,samawah,SAM-EN-001,energy site at line-1-0985-0109,energy,en-20-energy-commission,energy,project_kit,energy:load-bank,energy:load bank,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-001:en-20-energy-commission:MAT-004,samawah:SAM-EN-001:en-20-energy-commission,samawah,SAM-EN-001,energy site at line-1-0985-0109,energy,en-20-energy-commission,energy,project_kit,energy:charger-interface,energy:charger interface,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-003:en-10-energy-build:MAT-001,samawah:SAM-EN-003:en-10-energy-build,samawah,SAM-EN-003,energy site at line-1-0709-0371,energy,en-10-energy-build,energy,project_kit,energy:pv-kit,energy:pv kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-003:en-10-energy-build:MAT-002,samawah:SAM-EN-003:en-10-energy-build,samawah,SAM-EN-003,energy site at line-1-0709-0371,energy,en-10-energy-build,energy,project_kit,energy:bess-kit,energy:bess kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-003:en-10-energy-build:MAT-003,samawah:SAM-EN-003:en-10-energy-build,samawah,SAM-EN-003,energy site at line-1-0709-0371,energy,en-10-energy-build,energy,project_kit,energy:charger,energy:charger,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-003:en-10-energy-build:MAT-004,samawah:SAM-EN-003:en-10-energy-build,samawah,SAM-EN-003,energy site at line-1-0709-0371,energy,en-10-energy-build,energy,project_kit,energy:switchgear,energy:switchgear,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-003:en-10-energy-build:MAT-005,samawah:SAM-EN-003:en-10-energy-build,samawah,SAM-EN-003,energy site at line-1-0709-0371,energy,en-10-energy-build,energy,project_kit,energy:protection-relays,energy:protection relays,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-003:en-10-energy-build:MAT-006,samawah:SAM-EN-003:en-10-energy-build,samawah,SAM-EN-003,energy site at line-1-0709-0371,energy,en-10-energy-build,energy,project_kit,energy:earthing,energy:earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-001:st-10-civil-structure:MAT-001,samawah:SAM-ST-001:st-10-civil-structure,samawah,SAM-ST-001,الجرعه,station,st-10-civil-structure,stations,project_kit,station:civil-concrete,station:civil concrete,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-001:st-10-civil-structure:MAT-002,samawah:SAM-ST-001:st-10-civil-structure,samawah,SAM-ST-001,الجرعه,station,st-10-civil-structure,stations,project_kit,station:steel-canopy,station:steel canopy,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-001:st-10-civil-structure:MAT-003,samawah:SAM-ST-001:st-10-civil-structure,samawah,SAM-ST-001,الجرعه,station,st-10-civil-structure,stations,project_kit,station:platform-edge,station:platform edge,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-001:st-10-civil-structure:MAT-004,samawah:SAM-ST-001:st-10-civil-structure,samawah,SAM-ST-001,الجرعه,station,st-10-civil-structure,stations,project_kit,station:accessibility,station:accessibility,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-001:st-10-civil-structure:MAT-005,samawah:SAM-ST-001:st-10-civil-structure,samawah,SAM-ST-001,الجرعه,station,st-10-civil-structure,stations,project_kit,station:drainage-earthing,station:drainage earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
